time,o,h,l,c,volume,complete,returns
2021-08-20 06:22:00+00:00,1.16833,1.16846,1.1683,1.16844,77,True,8.558786027016369e-05
2021-08-20 06:23:00+00:00,1.16846,1.16858,1.16846,1.16853,52,True,7.702281162762421e-05
2021-08-20 06:24:00+00:00,1.16852,1.16853,1.16835,1.16847,52,True,-5.134788191129613e-05
2021-08-20 06:25:00+00:00,1.16846,1.16849,1.16842,1.16842,26,True,-4.279191575774104e-05
2021-08-20 06:26:00+00:00,1.16844,1.16852,1.16844,1.16851,23,True,7.702412998630561e-05
2021-08-20 06:27:00+00:00,1.1685,1.16857,1.16846,1.16856,55,True,4.2788619945330156e-05
2021-08-20 06:28:00+00:00,1.16856,1.16857,1.16853,1.16857,37,True,8.557504289463322e-06
2021-08-20 06:29:00+00:00,1.16856,1.1686,1.16845,1.16845,46,True,-0.00010269488502934825
2021-08-20 06:30:00+00:00,1.16842,1.16842,1.16826,1.1683,60,True,-0.00012838343871287078
2021-08-20 06:31:00+00:00,1.16831,1.16836,1.16826,1.16826,44,True,-3.4238367517770875e-05
2021-08-20 06:32:00+00:00,1.16828,1.16832,1.16818,1.16829,75,True,2.5678885537698414e-05
2021-08-20 06:33:00+00:00,1.16828,1.16828,1.16812,1.16818,108,True,-9.415913757196443e-05
2021-08-20 06:34:00+00:00,1.1682,1.16832,1.16819,1.1683,52,True,0.00010271861955194142
2021-08-20 06:35:00+00:00,1.16832,1.16836,1.16824,1.16829,60,True,-8.559481980094627e-06
2021-08-20 06:36:00+00:00,1.16828,1.16828,1.1682,1.16822,40,True,-5.991842536169939e-05
2021-08-20 06:37:00+00:00,1.16824,1.16826,1.16816,1.16822,81,True,0.0
2021-08-20 06:38:00+00:00,1.16824,1.16834,1.16823,1.1683,80,True,6.847790734181438e-05
2021-08-20 06:39:00+00:00,1.16831,1.16832,1.16816,1.16816,54,True,-0.00011983941532689412
2021-08-20 06:40:00+00:00,1.16816,1.16816,1.16805,1.16805,44,True,-9.41696166708315e-05
2021-08-20 06:41:00+00:00,1.16808,1.1681,1.16798,1.1681,62,True,4.2805470545608175e-05
2021-08-20 06:42:00+00:00,1.16811,1.16818,1.16807,1.16816,31,True,5.1364146125273914e-05
2021-08-20 06:43:00+00:00,1.16818,1.1682,1.16805,1.16808,35,True,-6.848611446716208e-05
2021-08-20 06:44:00+00:00,1.16808,1.16808,1.1679,1.16791,85,True,-0.00014554856852993326
2021-08-20 06:45:00+00:00,1.1679,1.16797,1.16786,1.16795,61,True,3.424862791780211e-05
2021-08-20 06:46:00+00:00,1.16796,1.1681,1.16796,1.16805,69,True,8.561643840849663e-05
2021-08-20 06:47:00+00:00,1.16804,1.16804,1.16788,1.16796,122,True,-7.705446470218552e-05
2021-08-20 06:48:00+00:00,1.16794,1.16796,1.16788,1.16791,59,True,-4.2810601623996564e-05
2021-08-20 06:49:00+00:00,1.16792,1.16796,1.16782,1.16785,50,True,-5.1375141292881795e-05
2021-08-20 06:50:00+00:00,1.16786,1.16806,1.16786,1.16805,47,True,0.00017124020761903722
2021-08-20 06:51:00+00:00,1.16806,1.1681,1.16798,1.1681,53,True,4.2805470545608175e-05
2021-08-20 06:52:00+00:00,1.16808,1.16822,1.16808,1.16818,27,True,6.848494190016732e-05
2021-08-20 06:53:00+00:00,1.16819,1.16836,1.16816,1.16834,67,True,0.00013695581484442663
2021-08-20 06:54:00+00:00,1.16832,1.1684,1.16828,1.1683,57,True,-3.4237195292288374e-05
2021-08-20 06:55:00+00:00,1.16828,1.16842,1.16828,1.16836,86,True,5.135535337915324e-05
2021-08-20 06:56:00+00:00,1.16834,1.16834,1.16821,1.16832,72,True,-3.4236609209580205e-05
2021-08-20 06:57:00+00:00,1.16832,1.16839,1.16832,1.16838,48,True,5.135447426977403e-05
2021-08-20 06:58:00+00:00,1.16836,1.16848,1.16835,1.16844,61,True,5.135183712325492e-05
2021-08-20 06:59:00+00:00,1.16842,1.16848,1.16828,1.16832,73,True,-0.0001027063113930207
2021-08-20 07:00:00+00:00,1.16832,1.16836,1.1682,1.1682,151,True,-0.00010271686106309821
2021-08-20 07:01:00+00:00,1.16818,1.16818,1.16792,1.16802,124,True,-0.000154095076967046
2021-08-20 07:02:00+00:00,1.16801,1.16816,1.16794,1.16812,101,True,8.561130759369607e-05
2021-08-20 07:03:00+00:00,1.16812,1.16812,1.16798,1.16802,72,True,-8.561130759374051e-05
2021-08-20 07:04:00+00:00,1.16805,1.1682,1.16801,1.16802,99,True,0.0
2021-08-20 07:05:00+00:00,1.16801,1.16811,1.16798,1.16802,106,True,0.0
2021-08-20 07:06:00+00:00,1.168,1.16803,1.16797,1.16802,99,True,0.0
2021-08-20 07:07:00+00:00,1.16801,1.16812,1.16801,1.16806,114,True,3.4245402558149726e-05
2021-08-20 07:08:00+00:00,1.16805,1.16814,1.16799,1.1681,96,True,3.424422985041078e-05
2021-08-20 07:09:00+00:00,1.1681,1.16844,1.1681,1.16832,138,True,0.00018832230562168523
2021-08-20 07:10:00+00:00,1.1683,1.1684,1.16819,1.16825,131,True,-5.991688673654365e-05
2021-08-20 07:11:00+00:00,1.16824,1.16828,1.16812,1.16822,103,True,-2.567976477472072e-05
2021-08-20 07:12:00+00:00,1.1682,1.16828,1.1681,1.16828,138,True,5.135887011618514e-05
2021-08-20 07:13:00+00:00,1.16829,1.16845,1.16829,1.16837,79,True,7.703335976236155e-05
2021-08-20 07:14:00+00:00,1.16838,1.16856,1.16832,1.16852,91,True,0.00012837574743023315
2021-08-20 07:15:00+00:00,1.1685,1.16852,1.16833,1.16834,82,True,-0.00015405287467463256
2021-08-20 07:16:00+00:00,1.16832,1.16847,1.1682,1.16836,89,True,1.7118158086654493e-05
2021-08-20 07:17:00+00:00,1.16833,1.16848,1.16833,1.16842,61,True,5.135271614204691e-05
2021-08-20 07:18:00+00:00,1.16841,1.16843,1.16821,1.16828,101,True,-0.00011982710674678138
2021-08-20 07:19:00+00:00,1.16829,1.16838,1.16807,1.16816,130,True,-0.00010272037810118357
2021-08-20 07:20:00+00:00,1.16815,1.16826,1.16806,1.16806,148,True,-8.560837597573791e-05
2021-08-20 07:21:00+00:00,1.16804,1.16815,1.168,1.16812,125,True,5.1365905035647974e-05
2021-08-20 07:22:00+00:00,1.16814,1.1682,1.16803,1.16803,62,True,-7.704984700866161e-05
2021-08-20 07:23:00+00:00,1.16804,1.16823,1.16801,1.1681,95,True,5.9928171823347664e-05
2021-08-20 07:24:00+00:00,1.16808,1.16813,1.16798,1.168,132,True,-8.561277347808012e-05
2021-08-20 07:25:00+00:00,1.16802,1.16813,1.16802,1.16804,201,True,3.424598894188266e-05
2021-08-20 07:26:00+00:00,1.16803,1.16817,1.16803,1.16806,116,True,1.7122554685740427e-05
2021-08-20 07:27:00+00:00,1.16806,1.1681,1.16798,1.16802,150,True,-3.424540255806946e-05
2021-08-20 07:28:00+00:00,1.16804,1.16812,1.168,1.16806,121,True,3.4245402558149726e-05
2021-08-20 07:29:00+00:00,1.16805,1.16812,1.168,1.16806,85,True,0.0
2021-08-20 07:30:00+00:00,1.16808,1.16813,1.16798,1.16802,104,True,-3.424540255806946e-05
2021-08-20 07:31:00+00:00,1.168,1.16814,1.16797,1.16806,95,True,3.4245402558149726e-05
2021-08-20 07:32:00+00:00,1.16808,1.16839,1.16808,1.16838,98,True,0.00027392100974196596
2021-08-20 07:33:00+00:00,1.16838,1.16846,1.16828,1.16846,73,True,6.846853017872186e-05
2021-08-20 07:34:00+00:00,1.16848,1.1685,1.16826,1.16828,110,True,-0.00015406078584355863
2021-08-20 07:35:00+00:00,1.16827,1.1683,1.1681,1.16821,115,True,-5.991893825440544e-05
2021-08-20 07:36:00+00:00,1.1682,1.1682,1.16801,1.16802,95,True,-0.00016265521838074135
2021-08-20 07:37:00+00:00,1.168,1.16816,1.16794,1.1681,89,True,6.848963240864077e-05
2021-08-20 07:38:00+00:00,1.16812,1.16834,1.1681,1.16834,89,True,0.00020544075674453331
2021-08-20 07:39:00+00:00,1.16834,1.16864,1.16831,1.1686,109,True,0.0002225132019418136
2021-08-20 07:40:00+00:00,1.16858,1.16867,1.16838,1.16838,143,True,-0.00018827717879490554
2021-08-20 07:41:00+00:00,1.16836,1.16848,1.16826,1.16826,130,True,-0.00010271158595706778
2021-08-20 07:42:00+00:00,1.16828,1.1685,1.16827,1.16848,102,True,0.00018829651621491658
2021-08-20 07:43:00+00:00,1.16849,1.16854,1.16832,1.16833,60,True,-0.00012838014233585996
2021-08-20 07:44:00+00:00,1.16832,1.16833,1.16823,1.16832,53,True,-8.55926219169107e-06
2021-08-20 07:45:00+00:00,1.1683,1.16832,1.16824,1.16826,62,True,-5.1357111687245325e-05
2021-08-20 07:46:00+00:00,1.16828,1.16835,1.16822,1.16822,70,True,-3.423953982397072e-05
2021-08-20 07:47:00+00:00,1.16822,1.16837,1.16808,1.16837,108,True,0.00012839222987861708
2021-08-20 07:48:00+00:00,1.16838,1.16839,1.16822,1.16826,71,True,-9.415269005458222e-05
2021-08-20 07:49:00+00:00,1.16827,1.16836,1.16819,1.16832,75,True,5.1357111687388724e-05
2021-08-20 07:50:00+00:00,1.16831,1.16838,1.16824,1.16832,75,True,0.0
2021-08-20 07:51:00+00:00,1.1683,1.16837,1.16818,1.1682,105,True,-0.00010271686106309821
2021-08-20 07:52:00+00:00,1.16822,1.16822,1.1681,1.16814,52,True,-5.136238733499637e-05
2021-08-20 07:53:00+00:00,1.16812,1.16813,1.16796,1.16799,99,True,-0.00012841751118818578
2021-08-20 07:54:00+00:00,1.16798,1.16798,1.16778,1.16786,107,True,-0.00011130851735717366
2021-08-20 07:55:00+00:00,1.16788,1.16798,1.16785,1.16785,55,True,-8.562706842768514e-06
2021-08-20 07:56:00+00:00,1.16784,1.16798,1.16776,1.16796,99,True,9.418574291684166e-05
2021-08-20 07:57:00+00:00,1.16794,1.16808,1.16788,1.16802,80,True,5.1370302839231486e-05
2021-08-20 07:58:00+00:00,1.168,1.16811,1.168,1.16804,86,True,1.712284787241338e-05
2021-08-20 07:59:00+00:00,1.16802,1.16804,1.16791,1.16794,45,True,-8.56171714322301e-05
2021-08-20 08:00:00+00:00,1.16796,1.16802,1.16794,1.16802,71,True,6.849432355986733e-05
2021-08-20 08:01:00+00:00,1.168,1.16816,1.168,1.16808,81,True,5.1367664066805e-05
2021-08-20 08:02:00+00:00,1.16808,1.16815,1.16798,1.16809,73,True,8.56102081618783e-06
2021-08-20 08:03:00+00:00,1.16808,1.16842,1.16804,1.16842,89,True,0.0002824725784989272
2021-08-20 08:04:00+00:00,1.16843,1.16846,1.16822,1.16827,100,True,-0.00012838673525900112
2021-08-20 08:05:00+00:00,1.16826,1.16839,1.16824,1.16827,121,True,0.0
2021-08-20 08:06:00+00:00,1.16826,1.16839,1.16826,1.16836,86,True,7.703401911698623e-05
2021-08-20 08:07:00+00:00,1.16835,1.16837,1.16828,1.16834,88,True,-1.711815808672486e-05
2021-08-20 08:08:00+00:00,1.16832,1.16838,1.16826,1.16838,59,True,3.423602314698877e-05
2021-08-20 08:09:00+00:00,1.16836,1.16842,1.1683,1.16842,52,True,3.4234851081813915e-05
2021-08-20 08:10:00+00:00,1.16843,1.16847,1.16836,1.16837,58,True,-4.279374698433578e-05
2021-08-20 08:11:00+00:00,1.16836,1.16837,1.16828,1.16828,42,True,-7.703335976236685e-05
2021-08-20 08:12:00+00:00,1.16828,1.1683,1.16816,1.1682,52,True,-6.84790796679554e-05
2021-08-20 08:13:00+00:00,1.16818,1.16827,1.16816,1.16827,65,True,5.991945115572452e-05
2021-08-20 08:14:00+00:00,1.16825,1.16832,1.1682,1.1683,48,True,2.567866573783555e-05
2021-08-20 08:15:00+00:00,1.16832,1.16836,1.16822,1.16826,72,True,-3.4238367517770875e-05
2021-08-20 08:16:00+00:00,1.16828,1.16831,1.16814,1.16814,57,True,-0.00010272213671088992
2021-08-20 08:17:00+00:00,1.16816,1.16822,1.1681,1.16819,61,True,4.280217264493432e-05
2021-08-20 08:18:00+00:00,1.1682,1.16822,1.16808,1.1681,44,True,-7.704522986842577e-05
2021-08-20 08:19:00+00:00,1.16809,1.1682,1.16809,1.16816,20,True,5.1364146125273914e-05
2021-08-20 08:20:00+00:00,1.16814,1.16818,1.16788,1.16791,55,True,-0.00021403468299709924
2021-08-20 08:21:00+00:00,1.16792,1.16796,1.16786,1.16792,70,True,8.562266945820924e-06
2021-08-20 08:22:00+00:00,1.16791,1.16798,1.16786,1.16796,76,True,3.4248334678198507e-05
2021-08-20 08:23:00+00:00,1.16798,1.16806,1.16792,1.16794,73,True,-1.712402072055737e-05
2021-08-20 08:24:00+00:00,1.16796,1.16805,1.16792,1.168,50,True,5.1371182490357786e-05
2021-08-20 08:25:00+00:00,1.16799,1.16799,1.16779,1.16782,91,True,-0.00015412146514382093
2021-08-20 08:26:00+00:00,1.1678,1.16793,1.1677,1.16772,96,True,-8.563330113040647e-05
2021-08-20 08:27:00+00:00,1.16774,1.16774,1.16766,1.16772,78,True,0.0
2021-08-20 08:28:00+00:00,1.16774,1.16784,1.16766,1.16767,99,True,-4.28194006206613e-05
2021-08-20 08:29:00+00:00,1.16766,1.16774,1.16758,1.1676,79,True,-5.9950241317683217e-05
2021-08-20 08:30:00+00:00,1.1676,1.16772,1.1676,1.16764,61,True,3.4257720837170404e-05
2021-08-20 08:31:00+00:00,1.16763,1.16763,1.16746,1.16747,68,True,-0.00014560341936813124
2021-08-20 08:32:00+00:00,1.16745,1.16745,1.16736,1.16738,84,True,-7.709274689550507e-05
2021-08-20 08:33:00+00:00,1.16736,1.16743,1.1673,1.1673,38,True,-6.853187591570821e-05
2021-08-20 08:34:00+00:00,1.1673,1.16738,1.16725,1.16734,78,True,3.426652503508858e-05
2021-08-20 08:35:00+00:00,1.16733,1.16743,1.16732,1.16734,63,True,0.0
2021-08-20 08:36:00+00:00,1.16732,1.16734,1.16716,1.16718,68,True,-0.0001370731458718951
2021-08-20 08:37:00+00:00,1.16719,1.16723,1.1671,1.16723,52,True,4.283737647412793e-05
2021-08-20 08:38:00+00:00,1.16722,1.16726,1.16717,1.16726,65,True,2.5701545092662153e-05
2021-08-20 08:39:00+00:00,1.16724,1.16732,1.1672,1.16727,54,True,8.567034906533968e-06
2021-08-20 08:40:00+00:00,1.16728,1.16729,1.1672,1.16722,71,True,-4.283590849205272e-05
2021-08-20 08:41:00+00:00,1.1672,1.16724,1.16712,1.16712,53,True,-8.5677322121967e-05
2021-08-20 08:42:00+00:00,1.16712,1.16719,1.16708,1.16719,42,True,5.9974896239936045e-05
2021-08-20 08:43:00+00:00,1.1672,1.16726,1.16717,1.16724,74,True,4.2837009469435656e-05
2021-08-20 08:44:00+00:00,1.16722,1.16726,1.16711,1.1672,78,True,-3.426946077341828e-05
2021-08-20 08:45:00+00:00,1.16719,1.1672,1.16708,1.16712,40,True,-6.85424449359591e-05
2021-08-20 08:46:00+00:00,1.16714,1.16718,1.1671,1.16717,54,True,4.283957863660997e-05
2021-08-20 08:47:00+00:00,1.16718,1.1672,1.1671,1.1672,60,True,2.5702866299376214e-05
2021-08-20 08:48:00+00:00,1.16722,1.16723,1.16715,1.1672,55,True,0.0
2021-08-20 08:49:00+00:00,1.16722,1.16737,1.1672,1.16728,82,True,6.853774719108335e-05
2021-08-20 08:50:00+00:00,1.16727,1.16738,1.16726,1.16736,69,True,6.853305009011697e-05
2021-08-20 08:51:00+00:00,1.16738,1.16738,1.16728,1.16736,51,True,0.0
2021-08-20 08:52:00+00:00,1.16738,1.16738,1.16732,1.16738,65,True,1.713252867618371e-05
2021-08-20 08:53:00+00:00,1.16736,1.16748,1.16732,1.16736,87,True,-1.7132528676072726e-05
2021-08-20 08:54:00+00:00,1.16734,1.16737,1.16724,1.16724,90,True,-0.00010280133650785552
2021-08-20 08:55:00+00:00,1.16722,1.16743,1.16721,1.1674,80,True,0.00013706610034127251
2021-08-20 08:56:00+00:00,1.16742,1.16743,1.1673,1.16731,36,True,-7.709736973284281e-05
2021-08-20 08:57:00+00:00,1.16732,1.16758,1.16732,1.16758,82,True,0.00023127427947643143
2021-08-20 08:58:00+00:00,1.16756,1.16757,1.16742,1.16744,55,True,-0.00011991331994395935
2021-08-20 08:59:00+00:00,1.16746,1.16756,1.1674,1.1674,83,True,-3.426358979970908e-05
2021-08-20 09:00:00+00:00,1.1674,1.16755,1.16736,1.1675,68,True,8.56567733617034e-05
2021-08-20 09:01:00+00:00,1.16751,1.16751,1.16742,1.16751,72,True,8.56527381058507e-06
2021-08-20 09:02:00+00:00,1.16752,1.16752,1.16746,1.16752,51,True,8.56520044700985e-06
2021-08-20 09:03:00+00:00,1.16754,1.16758,1.1675,1.16757,42,True,4.282490183044084e-05
2021-08-20 09:04:00+00:00,1.16758,1.16768,1.16758,1.16768,34,True,9.420832894233052e-05
2021-08-20 09:05:00+00:00,1.16766,1.16767,1.1676,1.1676,50,True,-6.851426812324258e-05
2021-08-20 09:06:00+00:00,1.16762,1.16762,1.16748,1.16754,59,True,-5.138878184021638e-05
2021-08-20 09:07:00+00:00,1.16752,1.16754,1.16751,1.16752,24,True,-1.71301808095842e-05
2021-08-20 09:08:00+00:00,1.16751,1.16752,1.16742,1.16746,37,True,-5.139230315733455e-05
2021-08-20 09:09:00+00:00,1.16744,1.16754,1.16744,1.16752,36,True,5.1392303157238325e-05
2021-08-20 09:10:00+00:00,1.16751,1.16758,1.1675,1.16757,36,True,4.282490183044084e-05
2021-08-20 09:11:00+00:00,1.16758,1.16758,1.16752,1.16752,25,True,-4.28249018305726e-05
2021-08-20 09:12:00+00:00,1.16751,1.16752,1.1674,1.16742,85,True,-8.565530597026154e-05
2021-08-20 09:13:00+00:00,1.1674,1.16746,1.16728,1.16742,158,True,0.0
2021-08-20 09:14:00+00:00,1.16743,1.16748,1.16728,1.16729,127,True,-0.00011136286745187381
2021-08-20 09:15:00+00:00,1.16728,1.1673,1.16722,1.16728,62,True,-8.566888120599445e-06
2021-08-20 09:16:00+00:00,1.1673,1.16738,1.1673,1.16738,54,True,8.566557876630298e-05
2021-08-20 09:17:00+00:00,1.16737,1.16748,1.16734,1.16734,105,True,-3.426535088060215e-05
2021-08-20 09:18:00+00:00,1.16734,1.1674,1.16734,1.16738,50,True,3.4265350880581336e-05
2021-08-20 09:19:00+00:00,1.16737,1.1674,1.1673,1.16734,65,True,-3.426535088060215e-05
2021-08-20 09:20:00+00:00,1.16732,1.1674,1.16725,1.1674,52,True,5.139758603807802e-05
2021-08-20 09:21:00+00:00,1.16741,1.16748,1.16737,1.16748,43,True,6.852600564602183e-05
2021-08-20 09:22:00+00:00,1.16746,1.16748,1.1674,1.16744,30,True,-3.426241584629772e-05
2021-08-20 09:23:00+00:00,1.16744,1.16744,1.16732,1.16734,34,True,-8.56611758377035e-05
2021-08-20 09:24:00+00:00,1.16732,1.16734,1.16721,1.16728,99,True,-5.1400227885602704e-05
2021-08-20 09:25:00+00:00,1.16726,1.16732,1.16726,1.16729,20,True,8.566888120542461e-06
2021-08-20 09:26:00+00:00,1.16732,1.16732,1.1672,1.16726,50,True,-2.570088454021341e-05
2021-08-20 09:27:00+00:00,1.16727,1.1673,1.16726,1.16728,29,True,1.713399641960961e-05
2021-08-20 09:28:00+00:00,1.16728,1.1673,1.16724,1.16728,46,True,0.0
2021-08-20 09:29:00+00:00,1.16726,1.16726,1.16721,1.16723,52,True,-4.283554151209643e-05
2021-08-20 09:30:00+00:00,1.16724,1.16736,1.16718,1.16734,58,True,9.423576939766359e-05
2021-08-20 09:31:00+00:00,1.16735,1.16744,1.16734,1.16744,76,True,8.566117583776882e-05
2021-08-20 09:32:00+00:00,1.16745,1.16753,1.16742,1.16753,38,True,7.708878490480167e-05
2021-08-20 09:33:00+00:00,1.16754,1.1676,1.16751,1.16756,45,True,2.5694941095828485e-05
2021-08-20 09:34:00+00:00,1.16753,1.16769,1.16752,1.16768,33,True,0.00010277316259207054
2021-08-20 09:35:00+00:00,1.16766,1.1677,1.16756,1.16756,42,True,-0.00010277316259201278
2021-08-20 09:36:00+00:00,1.16758,1.16762,1.16748,1.16748,78,True,-6.852131015418587e-05
2021-08-20 09:37:00+00:00,1.1675,1.16754,1.16745,1.16748,51,True,0.0
2021-08-20 09:38:00+00:00,1.16745,1.16745,1.16742,1.16744,48,True,-3.426241584629772e-05
2021-08-20 09:39:00+00:00,1.16743,1.16744,1.16737,1.16738,33,True,-5.1395824957103875e-05
2021-08-20 09:40:00+00:00,1.16739,1.1674,1.16731,1.16734,44,True,-3.426535088060215e-05
2021-08-20 09:41:00+00:00,1.16733,1.16737,1.16726,1.16732,46,True,-1.7133115743311403e-05
2021-08-20 09:42:00+00:00,1.16731,1.16743,1.16731,1.16742,42,True,8.566264343021588e-05
2021-08-20 09:43:00+00:00,1.16743,1.16744,1.16736,1.16742,38,True,0.0
2021-08-20 09:44:00+00:00,1.1674,1.16744,1.1673,1.16743,47,True,8.565860762040895e-06
2021-08-20 09:45:00+00:00,1.16742,1.16742,1.16731,1.16733,28,True,-8.566190962763747e-05
2021-08-20 09:46:00+00:00,1.16734,1.16741,1.16732,1.16741,42,True,6.853011472927309e-05
2021-08-20 09:47:00+00:00,1.16742,1.16755,1.16741,1.16753,26,True,0.00010278636719182975
2021-08-20 09:48:00+00:00,1.16754,1.1676,1.16749,1.16752,41,True,-8.565127085184905e-06
2021-08-20 09:49:00+00:00,1.16751,1.16763,1.16748,1.16758,62,True,5.138966212434994e-05
2021-08-20 09:50:00+00:00,1.1676,1.16772,1.16759,1.16764,62,True,5.138702136255712e-05
2021-08-20 09:51:00+00:00,1.16762,1.16764,1.16749,1.16754,52,True,-8.564650267736384e-05
2021-08-20 09:52:00+00:00,1.16752,1.16758,1.1675,1.16754,29,True,0.0
2021-08-20 09:53:00+00:00,1.16755,1.16764,1.16754,1.16756,41,True,1.7129887371405253e-05
2021-08-20 09:54:00+00:00,1.16757,1.16758,1.16751,1.16753,23,True,-2.5694941095733618e-05
2021-08-20 09:55:00+00:00,1.16752,1.16754,1.1674,1.16745,65,True,-6.852307088815289e-05
2021-08-20 09:56:00+00:00,1.16744,1.16749,1.16742,1.16747,58,True,1.7131207921767605e-05
2021-08-20 09:57:00+00:00,1.16746,1.16748,1.16744,1.16747,27,True,0.0
2021-08-20 09:58:00+00:00,1.16746,1.16748,1.16738,1.16747,45,True,0.0
2021-08-20 09:59:00+00:00,1.16746,1.16756,1.16742,1.16754,80,True,5.995691669069692e-05
2021-08-20 10:00:00+00:00,1.16756,1.16757,1.16742,1.16748,82,True,-5.1391422782837686e-05
2021-08-20 10:01:00+00:00,1.16749,1.16751,1.16746,1.16747,20,True,-8.565493907901559e-06
2021-08-20 10:02:00+00:00,1.16748,1.16756,1.16748,1.16756,17,True,7.708680406213861e-05
2021-08-20 10:03:00+00:00,1.16757,1.16764,1.16756,1.16762,34,True,5.138790158651435e-05
2021-08-20 10:04:00+00:00,1.1676,1.16777,1.1676,1.16772,41,True,8.564063482060997e-05
2021-08-20 10:05:00+00:00,1.16773,1.16773,1.16752,1.16755,76,True,-0.00014559344341364048
2021-08-20 10:06:00+00:00,1.16757,1.16757,1.16743,1.16744,54,True,-9.421881899399931e-05
2021-08-20 10:07:00+00:00,1.16745,1.1675,1.16734,1.16736,87,True,-6.852835363323084e-05
2021-08-20 10:08:00+00:00,1.16738,1.16748,1.16734,1.16746,35,True,8.565970829549737e-05
2021-08-20 10:09:00+00:00,1.16748,1.16748,1.16736,1.16738,45,True,-6.852717961927509e-05
2021-08-20 10:10:00+00:00,1.16736,1.16736,1.16723,1.16726,90,True,-0.00010279957518567828
2021-08-20 10:11:00+00:00,1.16725,1.16725,1.16714,1.16714,44,True,-0.00010281014402471236
2021-08-20 10:12:00+00:00,1.16716,1.16723,1.16716,1.16722,46,True,6.854127043909356e-05
2021-08-20 10:13:00+00:00,1.1672,1.16723,1.16711,1.16714,24,True,-6.854127043911771e-05
2021-08-20 10:14:00+00:00,1.16716,1.16718,1.16712,1.16717,56,True,2.570352695369052e-05
2021-08-20 10:15:00+00:00,1.16716,1.1672,1.16711,1.16713,42,True,-3.4271516089605124e-05
2021-08-20 10:16:00+00:00,1.16711,1.16712,1.16706,1.1671,22,True,-2.5704407878909053e-05
2021-08-20 10:17:00+00:00,1.16712,1.16716,1.16711,1.16714,35,True,3.427239701481926e-05
2021-08-20 10:18:00+00:00,1.16713,1.1672,1.16713,1.16718,31,True,3.4271222457987874e-05
2021-08-20 10:19:00+00:00,1.16719,1.16729,1.16719,1.16727,24,True,7.710595647330926e-05
2021-08-20 10:20:00+00:00,1.16728,1.16737,1.16728,1.16732,51,True,4.283407365525993e-05
2021-08-20 10:21:00+00:00,1.16732,1.16738,1.16732,1.16737,20,True,4.283223897616759e-05
2021-08-20 10:22:00+00:00,1.16736,1.16737,1.1673,1.16733,20,True,-3.4265644411645266e-05
2021-08-20 10:23:00+00:00,1.16734,1.16751,1.16734,1.1675,62,True,0.00014562088057841607
2021-08-20 10:24:00+00:00,1.16749,1.16768,1.16748,1.16762,56,True,0.00010277844402498481
2021-08-20 10:25:00+00:00,1.1676,1.16773,1.1676,1.16772,69,True,8.564063482060997e-05
2021-08-20 10:26:00+00:00,1.16771,1.16774,1.16762,1.16763,39,True,-7.707624128688558e-05
2021-08-20 10:27:00+00:00,1.16764,1.16778,1.16764,1.16774,38,True,9.420348816785398e-05
2021-08-20 10:28:00+00:00,1.16772,1.16802,1.1677,1.16798,108,True,0.00020550408511687656
