time,o,h,l,c,volume,complete,returns
2021-08-23 07:58:00+00:00,1.17228,1.17234,1.17223,1.17228,74,True,-1.7060624931056132e-05
2021-08-23 07:59:00+00:00,1.17229,1.17232,1.17218,1.17226,111,True,-1.706091600086086e-05
2021-08-23 08:00:00+00:00,1.17228,1.17228,1.17208,1.17212,189,True,-0.00011943456279821036
2021-08-23 08:01:00+00:00,1.1721,1.17228,1.17207,1.17223,97,True,9.384264301903995e-05
2021-08-23 08:02:00+00:00,1.17222,1.17254,1.17222,1.17239,143,True,0.00013648267117775077
2021-08-23 08:03:00+00:00,1.17238,1.17238,1.17219,1.17234,108,True,-4.264883377420494e-05
2021-08-23 08:04:00+00:00,1.17232,1.17238,1.17224,1.17228,87,True,-5.118100162328132e-05
2021-08-23 08:05:00+00:00,1.17226,1.17235,1.17226,1.1723,51,True,1.7060624931083006e-05
2021-08-23 08:06:00+00:00,1.17232,1.17238,1.17228,1.17234,91,True,3.412037669239315e-05
2021-08-23 08:07:00+00:00,1.17235,1.17242,1.1723,1.17236,62,True,1.7059751781105498e-05
2021-08-23 08:08:00+00:00,1.17236,1.1724,1.1722,1.17233,93,True,-2.5589736810975915e-05
2021-08-23 08:09:00+00:00,1.17232,1.17259,1.17232,1.17258,78,True,0.00021322780059544782
2021-08-23 08:10:00+00:00,1.17259,1.17282,1.1725,1.17265,196,True,5.96956375458186e-05
2021-08-23 08:11:00+00:00,1.17266,1.17286,1.17262,1.17282,105,True,0.00014496028539920283
2021-08-23 08:12:00+00:00,1.17283,1.17284,1.17256,1.17259,84,True,-0.00019612775654339663
2021-08-23 08:13:00+00:00,1.1726,1.1727,1.17243,1.17244,88,True,-0.0001279301332645561
2021-08-23 08:14:00+00:00,1.17246,1.17267,1.17246,1.17261,95,True,0.00014498624788199447
2021-08-23 08:15:00+00:00,1.17259,1.17276,1.17258,1.17276,130,True,0.00012791158768522937
2021-08-23 08:16:00+00:00,1.17276,1.17279,1.17268,1.17276,91,True,0.0
2021-08-23 08:17:00+00:00,1.17274,1.17276,1.17268,1.1727,48,True,-5.1162671725869503e-05
2021-08-23 08:18:00+00:00,1.17268,1.17272,1.17262,1.17268,85,True,-1.7054805618348355e-05
2021-08-23 08:19:00+00:00,1.1727,1.17272,1.17265,1.1727,50,True,1.7054805618284688e-05
2021-08-23 08:20:00+00:00,1.17268,1.1727,1.17258,1.17258,63,True,-0.00010233319697842216
2021-08-23 08:21:00+00:00,1.17258,1.17262,1.17236,1.17244,85,True,-0.00011940196686282834
2021-08-23 08:22:00+00:00,1.17245,1.17258,1.17239,1.17244,92,True,0.0
2021-08-23 08:23:00+00:00,1.17245,1.17245,1.17228,1.17228,83,True,-0.00013647685032608544
2021-08-23 08:24:00+00:00,1.1723,1.17246,1.17228,1.17244,67,True,0.0001364768503261793
2021-08-23 08:25:00+00:00,1.17246,1.17248,1.17228,1.1723,68,True,-0.00011941622539504191
2021-08-23 08:26:00+00:00,1.17231,1.17244,1.17231,1.17238,75,True,6.823958922418012e-05
2021-08-23 08:27:00+00:00,1.17239,1.17242,1.17237,1.17238,51,True,0.0
2021-08-23 08:28:00+00:00,1.1724,1.17248,1.1724,1.17246,34,True,6.823493290040891e-05
2021-08-23 08:29:00+00:00,1.17247,1.17254,1.17238,1.17241,78,True,-4.2646287434053126e-05
2021-08-23 08:30:00+00:00,1.1724,1.17254,1.17238,1.17245,137,True,3.4117175442439994e-05
2021-08-23 08:31:00+00:00,1.17244,1.1725,1.17238,1.17248,90,True,2.5587117740533073e-05
2021-08-23 08:32:00+00:00,1.1725,1.17266,1.1725,1.17264,55,True,0.00013645357188401652
2021-08-23 08:33:00+00:00,1.17262,1.17282,1.1726,1.17277,77,True,0.00011085481867424735
2021-08-23 08:34:00+00:00,1.17278,1.17286,1.17274,1.17283,87,True,5.115961801930708e-05
2021-08-23 08:35:00+00:00,1.17285,1.1731,1.1728,1.1731,139,True,0.00023018589744118004
2021-08-23 08:36:00+00:00,1.17308,1.17308,1.17278,1.17289,85,True,-0.00017902889659453502
2021-08-23 08:37:00+00:00,1.1729,1.17292,1.17274,1.17274,41,True,-0.00012789740939924738
2021-08-23 08:38:00+00:00,1.17273,1.17276,1.17268,1.1727,40,True,-3.410873866199723e-05
2021-08-23 08:39:00+00:00,1.1727,1.17274,1.17267,1.1727,59,True,0.0
2021-08-23 08:40:00+00:00,1.17272,1.17282,1.17272,1.17279,56,True,7.674302601504845e-05
2021-08-23 08:41:00+00:00,1.1728,1.17292,1.1728,1.17292,82,True,0.00011084064111335014
2021-08-23 08:42:00+00:00,1.1729,1.17318,1.1729,1.17318,104,True,0.00022164443209090974
2021-08-23 08:43:00+00:00,1.17319,1.17319,1.17308,1.17311,86,True,-5.9668668425992154e-05
2021-08-23 08:44:00+00:00,1.1731,1.17322,1.17308,1.17314,80,True,2.5572722430785653e-05
2021-08-23 08:45:00+00:00,1.17312,1.17314,1.173,1.173,48,True,-0.00011934496676773791
2021-08-23 08:46:00+00:00,1.17299,1.173,1.17284,1.17287,49,True,-0.00011083308123043994
2021-08-23 08:47:00+00:00,1.17286,1.17296,1.17285,1.1729,41,True,2.5577955214386433e-05
2021-08-23 08:48:00+00:00,1.17292,1.17297,1.17286,1.17297,38,True,5.967935138850461e-05
2021-08-23 08:49:00+00:00,1.17298,1.17304,1.17291,1.17296,58,True,-8.52540357143294e-06
2021-08-23 08:50:00+00:00,1.17297,1.17297,1.17287,1.1729,18,True,-5.115394781707258e-05
2021-08-23 08:51:00+00:00,1.17288,1.1729,1.17274,1.17274,44,True,-0.0001364233217785055
2021-08-23 08:52:00+00:00,1.17276,1.17282,1.17274,1.17282,46,True,6.821398730467823e-05
2021-08-23 08:53:00+00:00,1.1728,1.17286,1.17278,1.1728,28,True,-1.705306059843678e-05
2021-08-23 08:54:00+00:00,1.17278,1.17283,1.1727,1.17274,46,True,-5.116092670617106e-05
2021-08-23 08:55:00+00:00,1.17273,1.17286,1.17273,1.17285,47,True,9.379303295168109e-05
2021-08-23 08:56:00+00:00,1.17284,1.17312,1.17284,1.17311,70,True,0.00022165765917986536
2021-08-23 08:57:00+00:00,1.1731,1.17314,1.17297,1.17304,115,True,-5.9672228988572015e-05
2021-08-23 08:58:00+00:00,1.17304,1.1731,1.17294,1.17304,82,True,0.0
2021-08-23 08:59:00+00:00,1.17302,1.17316,1.17302,1.1731,63,True,5.114784285086336e-05
2021-08-23 09:00:00+00:00,1.17308,1.17308,1.17292,1.17292,59,True,-0.00015345137752732579
2021-08-23 09:01:00+00:00,1.17292,1.17302,1.17288,1.17298,86,True,5.115307558967212e-05
2021-08-23 09:02:00+00:00,1.173,1.17317,1.173,1.17317,62,True,0.00016196747898937432
2021-08-23 09:03:00+00:00,1.17318,1.17327,1.17318,1.1732,58,True,2.5571414569327312e-05
2021-08-23 09:04:00+00:00,1.1732,1.1732,1.17309,1.1731,53,True,-8.524059162130032e-05
2021-08-23 09:05:00+00:00,1.1731,1.17316,1.17295,1.17296,68,True,-0.00011934903639820602
2021-08-23 09:06:00+00:00,1.17295,1.17297,1.17277,1.1728,73,True,-0.00013641634288939455
2021-08-23 09:07:00+00:00,1.17281,1.17294,1.17279,1.17292,82,True,0.00010231400176034583
2021-08-23 09:08:00+00:00,1.1729,1.17292,1.1728,1.1728,66,True,-0.00010231400176030167
2021-08-23 09:09:00+00:00,1.17282,1.17283,1.17273,1.1728,61,True,0.0
2021-08-23 09:10:00+00:00,1.17282,1.17291,1.17279,1.17285,46,True,4.263210624557667e-05
2021-08-23 09:11:00+00:00,1.17286,1.17302,1.17285,1.17302,91,True,0.00014493556786839468
2021-08-23 09:12:00+00:00,1.17302,1.17306,1.17298,1.17306,55,True,3.4099433952678106e-05
2021-08-23 09:13:00+00:00,1.17306,1.1731,1.173,1.173,49,True,-5.1149586978145276e-05
2021-08-23 09:14:00+00:00,1.17302,1.17306,1.17298,1.17301,59,True,8.525112851263862e-06
2021-08-23 09:15:00+00:00,1.173,1.17306,1.17296,1.17305,45,True,3.409972464778097e-05
2021-08-23 09:16:00+00:00,1.17306,1.17306,1.17288,1.17289,59,True,-0.00013640587589459793
2021-08-23 09:17:00+00:00,1.1729,1.17296,1.17286,1.17294,53,True,4.262883500320215e-05
2021-08-23 09:18:00+00:00,1.17292,1.17296,1.1728,1.17282,57,True,-0.00010231225709769619
2021-08-23 09:19:00+00:00,1.17281,1.17296,1.17281,1.17294,43,True,0.00010231225709769641
2021-08-23 09:20:00+00:00,1.17292,1.17294,1.17284,1.1729,39,True,-3.410292262383006e-05
2021-08-23 09:21:00+00:00,1.17289,1.1729,1.17274,1.1728,40,True,-8.526239507230709e-05
2021-08-23 09:22:00+00:00,1.17279,1.17283,1.17278,1.1728,30,True,0.0
2021-08-23 09:23:00+00:00,1.17279,1.1728,1.17269,1.17274,41,True,-5.116092670617106e-05
2021-08-23 09:24:00+00:00,1.17276,1.17276,1.17264,1.17266,25,True,-6.82186407699534e-05
2021-08-23 09:25:00+00:00,1.17267,1.17272,1.17261,1.17271,70,True,4.2637195843370674e-05
2021-08-23 09:26:00+00:00,1.1727,1.1728,1.17262,1.17265,47,True,-5.116485316803806e-05
2021-08-23 09:27:00+00:00,1.17264,1.17265,1.17254,1.17254,62,True,-9.380903046727693e-05
2021-08-23 09:28:00+00:00,1.17252,1.17252,1.17244,1.17248,37,True,-5.1172271463004884e-05
2021-08-23 09:29:00+00:00,1.17248,1.1725,1.17234,1.1724,68,True,-6.823376891861375e-05
2021-08-23 09:30:00+00:00,1.17242,1.17242,1.17236,1.17236,18,True,-3.4118630481515744e-05
2021-08-23 09:31:00+00:00,1.17234,1.17243,1.17234,1.17242,35,True,5.117750920184293e-05
2021-08-23 09:32:00+00:00,1.17242,1.17251,1.17242,1.17245,31,True,2.5587772457825075e-05
2021-08-23 09:33:00+00:00,1.17244,1.17252,1.17238,1.17251,58,True,5.1173580797223316e-05
2021-08-23 09:34:00+00:00,1.17252,1.17253,1.17228,1.17231,105,True,-0.00017058878761268777
2021-08-23 09:35:00+00:00,1.1723,1.17237,1.17228,1.17235,50,True,3.412008564470149e-05
2021-08-23 09:36:00+00:00,1.17234,1.17235,1.17225,1.17226,38,True,-7.67718298941875e-05
2021-08-23 09:37:00+00:00,1.17225,1.17231,1.17225,1.17228,37,True,1.7060916000836972e-05
2021-08-23 09:38:00+00:00,1.17226,1.17229,1.17217,1.17224,55,True,-3.412212308187569e-05
2021-08-23 09:39:00+00:00,1.17222,1.17234,1.17222,1.17225,70,True,8.530639926000747e-06
2021-08-23 09:40:00+00:00,1.17226,1.17233,1.17225,1.17233,28,True,6.824249974921817e-05
2021-08-23 09:41:00+00:00,1.17232,1.17244,1.17232,1.17244,36,True,9.382583373258844e-05
2021-08-23 09:42:00+00:00,1.17242,1.17256,1.1724,1.17256,62,True,0.00010234541586766212
2021-08-23 09:43:00+00:00,1.17256,1.17264,1.17256,1.17261,43,True,4.264083201423168e-05
2021-08-23 09:44:00+00:00,1.1726,1.17261,1.17234,1.1724,76,True,-0.00017910371432206548
2021-08-23 09:45:00+00:00,1.1724,1.17247,1.1724,1.17246,32,True,5.117576316973163e-05
2021-08-23 09:46:00+00:00,1.17246,1.17248,1.17238,1.17246,52,True,0.0
2021-08-23 09:47:00+00:00,1.17248,1.17253,1.17236,1.17237,56,True,-7.676462689771696e-05
2021-08-23 09:48:00+00:00,1.17238,1.17246,1.1723,1.17246,43,True,7.676462689767963e-05
2021-08-23 09:49:00+00:00,1.17246,1.17246,1.17234,1.17238,39,True,-6.823493290045347e-05
2021-08-23 09:50:00+00:00,1.17237,1.17246,1.17236,1.17246,17,True,6.823493290040891e-05
2021-08-23 09:51:00+00:00,1.17244,1.17254,1.17244,1.17251,20,True,4.2644468805445636e-05
2021-08-23 09:52:00+00:00,1.1725,1.1725,1.17244,1.17245,23,True,-5.117358079714478e-05
2021-08-23 09:53:00+00:00,1.17246,1.17266,1.17246,1.17264,39,True,0.00016204068962450218
2021-08-23 09:54:00+00:00,1.17262,1.17266,1.17254,1.17256,50,True,-6.822445849467573e-05
2021-08-23 09:55:00+00:00,1.17254,1.17254,1.17245,1.17252,84,True,-3.411397479316613e-05
2021-08-23 09:56:00+00:00,1.17253,1.17258,1.17246,1.17258,48,True,5.117052578832648e-05
2021-08-23 09:57:00+00:00,1.17256,1.17268,1.17256,1.17267,17,True,7.675087947502972e-05
2021-08-23 09:58:00+00:00,1.17266,1.17266,1.17256,1.17258,36,True,-7.675087947493641e-05
2021-08-23 09:59:00+00:00,1.17259,1.17259,1.17239,1.17241,60,True,-0.0001449899575672079
2021-08-23 10:00:00+00:00,1.17242,1.17264,1.17242,1.17257,56,True,0.0001364617184352702
2021-08-23 10:01:00+00:00,1.17256,1.17266,1.17248,1.1726,68,True,2.5584499206417517e-05
2021-08-23 10:02:00+00:00,1.17261,1.17276,1.1726,1.17274,87,True,0.00011938567556616696
2021-08-23 10:03:00+00:00,1.17273,1.17273,1.17256,1.17262,63,True,-0.00010232970640290822
2021-08-23 10:04:00+00:00,1.1726,1.17266,1.17259,1.17266,26,True,3.41110656330493e-05
2021-08-23 10:05:00+00:00,1.17264,1.17266,1.17256,1.17256,49,True,-8.527984586573737e-05
2021-08-23 10:06:00+00:00,1.17256,1.17263,1.17252,1.17252,36,True,-3.411397479316613e-05
2021-08-23 10:07:00+00:00,1.1725,1.17251,1.17242,1.17242,39,True,-8.529002879445677e-05
2021-08-23 10:08:00+00:00,1.1724,1.1724,1.17228,1.1723,65,True,-0.00010235763767515474
2021-08-23 10:09:00+00:00,1.17228,1.17228,1.1722,1.17222,40,True,-6.824424618339738e-05
2021-08-23 10:10:00+00:00,1.17224,1.17234,1.17222,1.17232,41,True,8.530458005472162e-05
2021-08-23 10:11:00+00:00,1.1723,1.17234,1.1723,1.17232,23,True,0.0
2021-08-23 10:12:00+00:00,1.1723,1.17232,1.17225,1.17227,23,True,-4.265138041846629e-05
2021-08-23 10:13:00+00:00,1.17228,1.17237,1.17228,1.17237,23,True,8.530094177410617e-05
2021-08-23 10:14:00+00:00,1.17238,1.17238,1.17236,1.17237,8,True,0.0
2021-08-23 10:15:00+00:00,1.17236,1.17236,1.17226,1.17236,40,True,-8.52976675348561e-06
2021-08-23 10:16:00+00:00,1.17236,1.17237,1.1722,1.1722,31,True,-0.0001364861639271512
2021-08-23 10:17:00+00:00,1.17221,1.17227,1.1721,1.17216,63,True,-3.412445187911472e-05
2021-08-23 10:18:00+00:00,1.17218,1.17218,1.1718,1.17182,110,True,-0.00029010486641063644
2021-08-23 10:19:00+00:00,1.17182,1.17195,1.17181,1.17188,61,True,5.12010923011174e-05
2021-08-23 10:20:00+00:00,1.17188,1.1719,1.17176,1.17185,61,True,-2.560021845657159e-05
2021-08-23 10:21:00+00:00,1.17184,1.1719,1.1718,1.17186,48,True,8.53347897120174e-06
2021-08-23 10:22:00+00:00,1.17187,1.17191,1.17187,1.17189,26,True,2.560000000159787e-05
2021-08-23 10:23:00+00:00,1.1719,1.17196,1.1718,1.1718,30,True,-7.680196616816361e-05
2021-08-23 10:24:00+00:00,1.1718,1.17186,1.1718,1.17186,60,True,5.1201966166650475e-05
2021-08-23 10:25:00+00:00,1.17184,1.17192,1.17184,1.17186,43,True,0.0
2021-08-23 10:26:00+00:00,1.17188,1.17197,1.17188,1.17194,21,True,6.826521036877845e-05
2021-08-23 10:27:00+00:00,1.17192,1.17202,1.17189,1.17202,44,True,6.826055054794069e-05
2021-08-23 10:28:00+00:00,1.17202,1.17202,1.17188,1.17196,43,True,-5.119497607764199e-05
2021-08-23 10:29:00+00:00,1.17194,1.17198,1.17183,1.17184,33,True,-0.00010239781560265532
2021-08-23 10:30:00+00:00,1.17184,1.17186,1.17172,1.17174,56,True,-8.533952334517311e-05
2021-08-23 10:31:00+00:00,1.17175,1.17183,1.17173,1.17182,29,True,6.827220129295858e-05
2021-08-23 10:32:00+00:00,1.17182,1.17182,1.17174,1.17178,30,True,-3.413551800988677e-05
2021-08-23 10:33:00+00:00,1.17176,1.17178,1.1716,1.17162,49,True,-0.00013655372556847
2021-08-23 10:34:00+00:00,1.17164,1.17168,1.1716,1.17162,41,True,0.0
2021-08-23 10:35:00+00:00,1.1716,1.17166,1.17158,1.17158,37,True,-3.414134517239188e-05
2021-08-23 10:36:00+00:00,1.17157,1.17162,1.17155,1.17158,27,True,0.0
2021-08-23 10:37:00+00:00,1.17159,1.17161,1.17152,1.17155,31,True,-2.560677384666425e-05
2021-08-23 10:38:00+00:00,1.17153,1.17164,1.17152,1.17156,52,True,8.535664138584316e-06
2021-08-23 10:39:00+00:00,1.17156,1.1717,1.17156,1.17168,33,True,0.00010242228717923181
2021-08-23 10:40:00+00:00,1.1717,1.17177,1.1717,1.17175,55,True,5.9741490055978e-05
2021-08-23 10:41:00+00:00,1.17173,1.17175,1.17166,1.17168,40,True,-5.9741490055887535e-05
2021-08-23 10:42:00+00:00,1.1717,1.17172,1.17166,1.17168,24,True,0.0
2021-08-23 10:43:00+00:00,1.17169,1.17172,1.17168,1.17168,21,True,0.0
2021-08-23 10:44:00+00:00,1.17168,1.17174,1.17167,1.17174,17,True,5.1207209986410705e-05
2021-08-23 10:45:00+00:00,1.17176,1.1719,1.17174,1.17186,71,True,0.00010240655410882788
2021-08-23 10:46:00+00:00,1.17184,1.17198,1.17184,1.17196,47,True,8.533078483900436e-05
2021-08-23 10:47:00+00:00,1.17194,1.17202,1.17185,1.17202,58,True,5.1194976077653495e-05
2021-08-23 10:48:00+00:00,1.172,1.172,1.17188,1.1719,60,True,-0.0001023925732149342
2021-08-23 10:49:00+00:00,1.17192,1.17196,1.17192,1.17196,21,True,5.119759713716808e-05
2021-08-23 10:50:00+00:00,1.17197,1.17202,1.17196,1.17202,19,True,5.1194976077653495e-05
2021-08-23 10:51:00+00:00,1.172,1.17212,1.172,1.17211,31,True,7.678755021615155e-05
2021-08-23 10:52:00+00:00,1.1721,1.17213,1.17206,1.17212,39,True,8.531586064645627e-06
2021-08-23 10:53:00+00:00,1.17213,1.17232,1.17213,1.17232,57,True,0.00017061643760132468
2021-08-23 10:54:00+00:00,1.1723,1.17236,1.17224,1.17232,61,True,0.0
2021-08-23 10:55:00+00:00,1.17231,1.17235,1.17226,1.17235,41,True,2.5589955091113793e-05
2021-08-23 10:56:00+00:00,1.17236,1.1724,1.17234,1.17234,54,True,-8.52991226999334e-06
2021-08-23 10:57:00+00:00,1.17234,1.17245,1.17232,1.17242,67,True,6.823726098292169e-05
2021-08-23 10:58:00+00:00,1.17244,1.17262,1.17242,1.17261,86,True,0.00016204483560186832
2021-08-23 10:59:00+00:00,1.17262,1.1728,1.17262,1.1728,149,True,0.00016201858132755315
2021-08-23 11:00:00+00:00,1.17281,1.17281,1.17266,1.17268,116,True,-0.00010232447098657063
2021-08-23 11:01:00+00:00,1.17268,1.17271,1.17254,1.17256,33,True,-0.0001023349423552327
2021-08-23 11:02:00+00:00,1.17257,1.17262,1.1725,1.17262,48,True,5.116878023268632e-05
2021-08-23 11:03:00+00:00,1.17264,1.17276,1.17261,1.17276,82,True,0.00011938363946683246
2021-08-23 11:04:00+00:00,1.17274,1.17276,1.17266,1.17267,50,True,-7.67449892293478e-05
2021-08-23 11:05:00+00:00,1.17268,1.17272,1.17262,1.17272,34,True,4.2636832260166406e-05
2021-08-23 11:06:00+00:00,1.17272,1.17274,1.17264,1.17266,43,True,-5.116441686470401e-05
2021-08-23 11:07:00+00:00,1.17266,1.17268,1.17262,1.17266,32,True,0.0
2021-08-23 11:08:00+00:00,1.17264,1.17264,1.17256,1.1726,29,True,-5.116703479618325e-05
2021-08-23 11:09:00+00:00,1.17262,1.17262,1.17257,1.17258,25,True,-1.7056260074396773e-05
2021-08-23 11:10:00+00:00,1.17259,1.17262,1.17256,1.1726,31,True,1.7056260074458054e-05
2021-08-23 11:11:00+00:00,1.17259,1.1726,1.1724,1.17246,70,True,-0.0001193999302076253
2021-08-23 11:12:00+00:00,1.17246,1.17252,1.17241,1.17251,75,True,4.2644468805445636e-05
2021-08-23 11:13:00+00:00,1.1725,1.17254,1.17246,1.1725,50,True,-8.528748278154454e-06
2021-08-23 11:14:00+00:00,1.17249,1.17252,1.17244,1.17248,55,True,-1.7057714778475364e-05
2021-08-23 11:15:00+00:00,1.17248,1.17267,1.17248,1.17266,51,True,0.00015350895925497765
2021-08-23 11:16:00+00:00,1.17268,1.17272,1.17262,1.17262,38,True,-3.4111065633047966e-05
2021-08-23 11:17:00+00:00,1.17262,1.17264,1.17256,1.17256,47,True,-5.11687802326914e-05
2021-08-23 11:18:00+00:00,1.17254,1.17256,1.17245,1.17245,39,True,-9.381623112969832e-05
2021-08-23 11:19:00+00:00,1.17246,1.1725,1.1724,1.17242,27,True,-2.5587772457879705e-05
2021-08-23 11:20:00+00:00,1.17242,1.17252,1.17242,1.17245,43,True,2.5587772457825075e-05
2021-08-23 11:21:00+00:00,1.17246,1.1725,1.17239,1.17242,33,True,-2.5587772457879705e-05
2021-08-23 11:22:00+00:00,1.1724,1.17242,1.17232,1.17234,29,True,-6.823726098293896e-05
2021-08-23 11:23:00+00:00,1.17232,1.17234,1.17218,1.17218,42,True,-0.00013648849252585515
2021-08-23 11:24:00+00:00,1.1722,1.1722,1.17208,1.17211,52,True,-5.9719573961213804e-05
2021-08-23 11:25:00+00:00,1.1721,1.1721,1.17198,1.17204,45,True,-5.972314060180975e-05
2021-08-23 11:26:00+00:00,1.17204,1.17204,1.17198,1.172,26,True,-3.4129110428100364e-05
2021-08-23 11:27:00+00:00,1.17201,1.17205,1.17196,1.17198,28,True,-1.7064992022429583e-05
2021-08-23 11:28:00+00:00,1.17199,1.17216,1.17194,1.17216,58,True,0.00015357444551415008
2021-08-23 11:29:00+00:00,1.17218,1.17224,1.1721,1.17212,80,True,-3.412561639725586e-05
2021-08-23 11:30:00+00:00,1.17211,1.17216,1.17202,1.17216,82,True,3.412561639723377e-05
2021-08-23 11:31:00+00:00,1.17214,1.17222,1.1721,1.17221,82,True,4.265538290231531e-05
2021-08-23 11:32:00+00:00,1.17222,1.17238,1.17221,1.17236,52,True,0.00012795523290394067
2021-08-23 11:33:00+00:00,1.17234,1.17234,1.17218,1.17228,88,True,-6.824075340445948e-05
2021-08-23 11:34:00+00:00,1.1723,1.17244,1.1723,1.17232,63,True,3.4120958802208634e-05
2021-08-23 11:35:00+00:00,1.17233,1.17236,1.17228,1.17228,44,True,-3.412095880233369e-05
2021-08-23 11:36:00+00:00,1.17227,1.17229,1.17216,1.17222,88,True,-5.118362125231084e-05
2021-08-23 11:37:00+00:00,1.1722,1.17225,1.17212,1.17222,60,True,0.0
2021-08-23 11:38:00+00:00,1.17222,1.17246,1.17222,1.17246,88,True,0.00020471876830790563
2021-08-23 11:39:00+00:00,1.17245,1.17246,1.17236,1.17236,72,True,-8.529439365116971e-05
2021-08-23 11:40:00+00:00,1.17236,1.17244,1.17226,1.17226,68,True,-8.53016694053574e-05
2021-08-23 11:41:00+00:00,1.17227,1.17238,1.17225,1.17226,52,True,0.0
2021-08-23 11:42:00+00:00,1.17225,1.17226,1.17207,1.17208,39,True,-0.00015356134379292466
2021-08-23 11:43:00+00:00,1.1721,1.17222,1.17206,1.17219,32,True,9.384584547077979e-05
2021-08-23 11:44:00+00:00,1.1722,1.17226,1.17219,1.17224,54,True,4.2654291241267724e-05
2021-08-23 11:45:00+00:00,1.17222,1.17225,1.17212,1.1722,35,True,-3.41232874408027e-05
2021-08-23 11:46:00+00:00,1.17222,1.17222,1.17214,1.17216,16,True,-3.412445187911472e-05
2021-08-23 11:47:00+00:00,1.17216,1.17218,1.17207,1.17218,47,True,1.706237149926104e-05
2021-08-23 11:48:00+00:00,1.17218,1.17218,1.17212,1.17214,35,True,-3.412503412835931e-05
2021-08-23 11:49:00+00:00,1.17212,1.17226,1.17206,1.17224,64,True,8.5310401949063e-05
2021-08-23 11:50:00+00:00,1.17226,1.17229,1.17215,1.17222,60,True,-1.7061498170447112e-05
2021-08-23 11:51:00+00:00,1.17221,1.17221,1.17194,1.17198,84,True,-0.00020476068666373478
2021-08-23 11:52:00+00:00,1.17198,1.17202,1.17194,1.172,41,True,1.706499202252972e-05
2021-08-23 11:53:00+00:00,1.17202,1.17214,1.172,1.17212,46,True,0.00010238383709442908
2021-08-23 11:54:00+00:00,1.17213,1.17216,1.17209,1.17213,15,True,8.531513277046723e-06
2021-08-23 11:55:00+00:00,1.17212,1.17214,1.17194,1.17197,87,True,-0.00013651294761183493
2021-08-23 11:56:00+00:00,1.17196,1.17196,1.17181,1.17181,79,True,-0.00013653158594112346
2021-08-23 11:57:00+00:00,1.1718,1.17192,1.17178,1.1718,122,True,-8.533843088339216e-06
2021-08-23 11:58:00+00:00,1.17182,1.17199,1.1718,1.1719,119,True,8.533515386833961e-05
2021-08-23 11:59:00+00:00,1.1719,1.17195,1.17182,1.17182,117,True,-6.826754051760762e-05
2021-08-23 12:00:00+00:00,1.17182,1.17206,1.17182,1.17182,152,True,0.0
2021-08-23 12:01:00+00:00,1.17182,1.17188,1.1716,1.17165,166,True,-0.00014508399962295798
2021-08-23 12:02:00+00:00,1.17166,1.17182,1.17165,1.17176,95,True,9.388028563565817e-05
2021-08-23 12:03:00+00:00,1.17174,1.17179,1.17166,1.17175,92,True,-8.53420723605021e-06
2021-08-23 12:04:00+00:00,1.17177,1.17197,1.17176,1.17191,52,True,0.00013653857662681817
2021-08-23 12:05:00+00:00,1.1719,1.1721,1.1719,1.17208,81,True,0.00014505181361537317
2021-08-23 12:06:00+00:00,1.17206,1.1721,1.17202,1.17204,49,True,-3.412794567169316e-05
2021-08-23 12:07:00+00:00,1.17203,1.17218,1.17202,1.17202,50,True,-1.706440961447235e-05
2021-08-23 12:08:00+00:00,1.17201,1.17208,1.172,1.172,33,True,-1.706470081362137e-05
2021-08-23 12:09:00+00:00,1.17201,1.17208,1.17197,1.17208,41,True,6.825705609971349e-05
2021-08-23 12:10:00+00:00,1.17209,1.17214,1.17197,1.172,64,True,-6.825705609970192e-05
2021-08-23 12:11:00+00:00,1.17201,1.17201,1.17186,1.17188,50,True,-0.00010239432061776874
2021-08-23 12:12:00+00:00,1.17189,1.1719,1.17178,1.17178,45,True,-8.533661031091168e-05
2021-08-23 12:13:00+00:00,1.17176,1.17182,1.17174,1.17177,59,True,-8.534061573324234e-06
2021-08-23 12:14:00+00:00,1.17178,1.17188,1.17178,1.17182,44,True,4.266957958309433e-05
2021-08-23 12:15:00+00:00,1.1718,1.1719,1.17178,1.17186,111,True,3.41343528157383e-05
2021-08-23 12:16:00+00:00,1.17187,1.172,1.17182,1.17199,78,True,0.00011092860049366612
2021-08-23 12:17:00+00:00,1.17198,1.17202,1.17197,1.17202,25,True,2.5597160423107113e-05
2021-08-23 12:18:00+00:00,1.17201,1.17218,1.17201,1.17218,45,True,0.00013650712417743498
2021-08-23 12:19:00+00:00,1.1722,1.17235,1.1722,1.17228,104,True,8.530749090242905e-05
2021-08-23 12:20:00+00:00,1.17228,1.17232,1.17205,1.17206,119,True,-0.0001876860870399835
2021-08-23 12:21:00+00:00,1.17208,1.1722,1.17205,1.17218,65,True,0.00010237859613757061
2021-08-23 12:22:00+00:00,1.17216,1.1723,1.17216,1.17229,68,True,9.383783975126684e-05
2021-08-23 12:23:00+00:00,1.17231,1.1724,1.17228,1.1724,106,True,9.382903503718528e-05
2021-08-23 12:24:00+00:00,1.17241,1.17256,1.17241,1.17252,96,True,0.00010234890751474703
2021-08-23 12:25:00+00:00,1.17251,1.17259,1.17242,1.17249,110,True,-2.558624483617698e-05
2021-08-23 12:26:00+00:00,1.1725,1.17252,1.17242,1.17248,99,True,-8.52889375991176e-06
2021-08-23 12:27:00+00:00,1.1725,1.17259,1.17243,1.17256,56,True,6.822911338916645e-05
